Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Bike Cadence,Max Bike Cadence,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2017-07-05 19:25:06,false,"Otelfingen Cycling","18.78","724","01:14:44","--","--","--","--","--","15.1","53.5","250","255","0.00","0.0","0.0","56","111","0.0","0.0","0.0","4076","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","02:44:01","388","597"
Cycling,2017-06-21 19:27:06,false,"Otelfingen Cycling","31.48","1,171","01:38:10","--","--","--","--","--","19.2","57.3","344","362","0.00","0.0","0.0","53","101","0.0","0.0","0.0","5116","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","02:45:57","351","615"
Cycling,2017-06-17 16:01:32,false,"Rapallo Cycling","26.06","1,004","01:27:24","--","--","--","--","--","17.9","56.4","311","319","0.00","0.0","0.0","48","112","0.0","0.0","0.0","3924","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","05:47:14","17","204"
Cycling,2017-06-17 09:06:38,false,"Lavagna Cycling","30.30","1,227","01:31:26","--","--","--","--","--","19.9","48.1","360","356","0.00","0.0","0.0","52","109","0.0","0.0","0.0","4536","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","03:19:44","-2","180"
Cycling,2017-06-14 08:31:29,false,"Otelfingen Cycling","4.56","130","00:13:18","--","--","--","--","--","20.6","30.0","4","17","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:13:18","388","405"
Cycling,2017-06-04 18:00:18,false,"Otelfingen Cycling","21.51","637","01:27:09","--","--","--","--","--","14.8","39.3","134","140","0.00","0.0","0.0","42","97","0.0","0.0","0.0","3348","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","02:09:17","343","435"
Running,2017-05-04 19:48:23,false,"Otelfingen Running","7.40","629","00:40:51","155","166","3.8","--","--","5:31","2:35","50","53","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:40:56","416","471"
Cycling,2017-04-30 15:25:55,false,"Otelfingen Cycling","73.17","1,957","03:22:13","149","176","3.2","--","--","21.7","60.5","823","794","0.00","0.0","0.0","58","109","0.0","0.0","0.0","11631","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","04:00:47","345","642"
Cycling,2017-04-30 14:59:25,false,"Otelfingen Cycling","0.29","20","00:01:29.9","--","--","--","--","--","11.8","22.1","13","--","0.00","0.0","0.0","40","77","0.0","0.0","0.0","60","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:01:29.9","444","458"
Cycling,2017-04-22 14:09:20,false,"Dällikon Cycling","78.09","2,557","04:01:20","--","--","--","--","--","19.4","50.9","458","435","0.00","0.0","0.0","45","230","0.0","0.0","0.0","10497","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","05:45:49","421","543"
Cycling,2017-04-09 12:50:20,false,"Boniswil Cycling","25.61","896","01:42:57","--","--","--","--","--","14.9","52.5","252","239","0.00","0.0","0.0","44","110","0.0","0.0","0.0","3961","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","03:53:39","443","537"
Running,2017-04-05 19:24:01,false,"Otelfingen Running","7.38","646","00:44:08","159","180","3.8","--","--","5:59","3:12","111","112","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:44:10","373","467"
Cycling,2017-03-12 15:07:52,false,"Otelfingen Cycling","34.15","1,079","02:00:32","138","175","3.1","--","--","17.0","55.9","733","730","0.00","0.0","0.0","49","100","0.0","0.0","0.0","5801","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","02:18:28","355","704"
Cycling,2016-10-09 14:26:54,false,"München Cycling","41.89","1,126","01:36:19","151","178","3.6","--","--","26.1","53.2","224","217","0.00","0.0","0.0","64","104","0.0","0.0","0.0","6133","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","496","649"
Running,2016-09-23 07:04:46,false,"Zweidlen Running","4.57","470","00:30:07","163","177","3.7","--","--","6:35","3:26","30","30","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","256","274"
Cycling,2016-09-10 14:34:37,false,"Kórnik Cycling","46.17","1,644","01:41:43","--","--","--","--","--","27.2","46.3","96","96","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","37","60"
Cycling,2016-09-06 16:55:06,false,"Poznań Cycling","27.36","762","01:29:41","--","--","--","--","--","18.3","34.2","81","81","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","64","103"
Cycling,2016-08-28 14:13:25,false,"Halblech Cycling","108.49","2,662","04:22:19","150","180","3.5","--","--","24.8","65.3","816","798","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","798","1,112"
Cycling,2016-08-20 13:53:42,false,"Starnberg Cycling","51.49","1,727","02:24:16","--","--","--","--","--","21.4","51.4","304","319","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","596","684"
Road Cycling,2016-08-17 18:54:00,false,"Spreitenbach Cycling","33.60","734","01:26:57","138","171","3.1","--","--","23.2","49.6","391","364","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","360","599"
Cycling,2016-08-03 18:58:25,false,"Spreitenbach Cycling","17.14","759","01:07:40","--","--","--","--","--","15.2","52.1","386","386","0.00","0.0","0.0","60","121","0.0","0.0","0.0","3862","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","392","683"
Cycling,2016-07-07 11:07:43,false,"Arabba Cycling","14.75","1,116","01:14:40","--","--","--","--","--","11.9","56.4","856","854","0.00","0.0","0.0","50","118","0.0","0.0","0.0","2448","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","1,643","2,198"
Cycling,2016-07-05 11:14:00,false,"Arabba Cycling","30.15","1,652","02:27:08","--","--","--","--","--","12.3","137.1","1,093","1,881","0.00","0.0","0.0","47","179","0.0","0.0","0.0","4091","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","1,415","2,511"
Hiking,2016-07-04 11:26:00,false,"via ferrata brigata tridentina","6.51","310","04:46:28","--","--","--","--","--","44:06","5:21","654","644","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","2,037","2,662"
Cycling,2016-07-03 10:54:43,false,"Arabba Cycling","9.29","368","01:07:35","--","--","--","--","--","8.2","38.4","221","972","0.00","0.0","0.0","43","229","0.0","0.0","0.0","1221","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","1,636","2,387"
Running,2016-06-22 18:32:51,false,"Spreitenbach Running","6.21","533","00:38:31","164","186","4.0","--","--","6:12","3:25","103","107","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","432","545"
Running,2016-06-03 07:07:42,false,"Stein am Rhein Running","5.02","387","00:28:15","161","181","3.5","--","--","5:38","3:59","20","20","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","411","419"
Hiking,2016-05-28 10:41:34,false,"San Giuseppe Other","8.05","418","02:15:12","--","--","--","--","--","16:48","2:37","209","192","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","1,458","1,644"
Hiking,2016-05-27 11:21:39,false,"Valdaora Other","12.03","611","05:31:22","--","--","--","--","--","27:33","1:35","1,112","1,086","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","1,267","2,292"
Multisport,2016-05-21 10:37:42,false,"Eichenau-Kloster Andechs","73.31","2,506","04:30:06","--","--","--","--","--","16.3","--","767","763","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-05-17 19:11:52,false,"Spreitenbach Running","4.64","357","00:25:42","162","180","3.5","--","--","5:32","3:33","55","55","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","422","480"
Running,2016-05-15 14:46:11,false,"München Running","6.30","483","00:35:53","160","182","3.9","--","--","5:42","1:52","21","22","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","505","518"
Running,2016-04-19 19:14:09,false,"Spreitenbach Running","5.34","392","00:30:40","157","176","3.4","--","--","5:45","2:41","78","72","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","343","405"
Pool Swimming,2016-04-17 20:43:56,false,"Michaelibad","1,250","295","00:25:02","--","--","--","--","--","2:00","0:58","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","538","41","21","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2016-04-16 14:28:56,false,"München Cycling","29.85","957","01:23:30","--","--","--","--","--","21.5","42.5","134","127","0.00","0.0","0.0","70","121","0.0","0.0","0.0","5610","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-04-12 19:19:08,false,"Spreitenbach Running","6.15","510","00:41:30","--","--","--","--","--","6:45","2:59","203","203","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2016-03-04 13:36:26,false,"München Running","5.93","425","00:31:22","164","178","3.9","--","--","5:17","1:01","21","22","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2016-02-20 20:12:15,false,"Lap Swimming","1,300","307","00:28:33","--","--","--","--","--","2:11","1:44","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","533","43","19","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2016-02-14 19:55:08,false,"Lap Swimming","2,500","591","00:59:23","--","--","--","--","--","2:22","1:21","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1174","95","20","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2016-01-23 21:09:07,false,"Michaelibad","2,150","507","00:47:11","--","--","--","--","--","2:12","1:19","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","920","44","19","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-12-12 14:56:20,false,"München Running","6.35","464","00:35:02","166","185","4.3","--","--","5:31","2:53","39","36","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2015-12-08 20:29:58,false,"Michaelibad MUC","1,375","329","00:29:23","--","--","--","--","--","2:07","1:36","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","646","44","22","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-12-05 14:21:44,false,"München Running","6.47","557","00:36:59","171","181","4.5","--","--","5:43","3:21","10","10","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-10-10 09:25:06,false,"Running","5.03","461","00:30:38","165","176","4.2","--","--","6:06","3:28","102","77","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-10-10 09:22:00,false,"Cycling","0.46","32","00:03:06.1","178","185","1.8","--","--","9.0","17.3","4","20","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Multisport,2015-10-10 09:22:00,false,"Ogrodzieniec Multi-Sport","5.49","493","00:33:44","--","185","--","--","--","9.8","--","106","97","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-09-19 16:44:06,false,"Kórnik Cycling","41.52","1,243","01:54:57","--","--","--","--","--","21.7","31.7","55","54","0.00","0.0","0.0","76","108","0.0","0.0","0.0","8675","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","50","66"
Running,2015-09-14 18:44:43,false,"Unterföhring Running","8.01","613","00:46:10","159","174","3.8","--","--","5:46","3:43","41","45","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-08-02 10:43:47,false,"Kostrzyn Cycling","49.79","1,677","02:20:16","--","--","--","--","--","21.3","130.7","274","269","0.00","0.0","0.0","71","128","0.0","0.0","0.0","9852","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-24 16:38:00,false,"Saint-Bon-Tarentaise Cycling","21.22","949","01:20:51","--","--","--","--","--","15.7","52.7","480","767","0.00","0.0","0.0","57","132","0.0","0.0","0.0","4162","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-24 14:12:18,false,"Saint-Bon-Tarentaise Cycling","10.02","586","00:57:41","--","--","--","--","--","10.4","33.6","405","108","0.00","0.0","0.0","67","115","0.0","0.0","0.0","3552","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-23 18:14:12,false,"Pontamafrey-Montpascal Cycling","24.18","1,519","02:05:58","--","--","--","--","--","11.5","50.7","1,019","691","0.00","0.0","0.0","67","119","0.0","0.0","0.0","7854","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-23 15:58:45,false,"Pontamafrey-Montpascal Cycling","0.83","42","00:06:10.8","--","--","--","--","--","8.0","23.1","25","--","0.00","0.0","0.0","37","102","0.0","0.0","0.0","87","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-23 15:25:43,false,"Sainte-Marie-de-Cuines Cycling","8.34","264","00:21:56","--","--","--","--","--","22.8","32.2","48","27","0.00","0.0","0.0","70","100","0.0","0.0","0.0","1512","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-23 14:20:42,false,"Saint-François-Longchamp Cycling","18.20","530","00:36:53","--","--","--","--","--","29.6","56.9","32","1,073","0.00","0.0","0.0","23","99","0.0","0.0","0.0","741","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-21 12:47:19,false,"Champagny-en-Vanoise Cycling","24.99","1,657","02:18:39","--","--","--","--","--","10.8","125.3","1,229","1,886","0.00","0.0","0.0","42","221","0.0","0.0","0.0","3276","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-20 12:50:53,false,"Champagny-en-Vanoise Cycling","24.58","1,624","02:10:24","--","--","--","--","--","11.3","42.5","1,217","1,879","0.00","0.0","0.0","39","158","0.0","0.0","0.0","2845","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-19 12:48:12,false,"Champagny-en-Vanoise Cycling","36.11","1,781","03:09:36","--","--","--","--","--","11.4","56.4","1,080","1,068","0.00","0.0","0.0","56","126","0.0","0.0","0.0","9379","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Wind/Kite Surfing,2015-07-09 15:50:00,false,"Powidz Other","9.00","621","01:50:17","--","--","--","--","--","4.9","33.0","202","210","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Wind/Kite Surfing,2015-07-09 11:03:00,false,"Powidz Other","13.36","902","02:28:32","--","--","--","--","--","5.4","17.5","331","344","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-03 16:44:02,false,"Poznan Cycling","7.44","201","00:24:19","--","--","--","--","--","18.4","32.2","18","28","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-03 09:42:59,false,"Poznań Cycling","7.83","248","00:25:59","--","--","--","--","--","18.1","26.0","63","8","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-02 23:09:57,false,"Poznań Cycling","7.43","266","00:18:28","--","--","--","--","--","24.2","32.7","52","25","0.00","0.0","0.0","70","99","0.0","0.0","0.0","1259","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-02 19:30:42,false,"Poznań Cycling","13.83","443","00:46:01","--","--","--","--","--","18.0","40.7","71","61","0.00","0.0","0.0","52","144","0.0","0.0","0.0","2334","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-02 16:32:40,false,"Poznań Cycling","10.98","298","00:37:41","--","--","--","--","--","17.5","30.2","39","50","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-07-02 09:17:20,false,"Poznań Cycling","7.90","211","00:27:41","--","--","--","--","--","17.1","25.8","72","12","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-06-30 21:18:47,false,"Poznań Running","6.68","495","00:35:03","161","179","3.8","--","--","5:15","3:21","12","14","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-06-29 19:36:42,false,"Poznań Cycling","29.19","857","01:25:49","--","--","--","--","--","20.4","33.2","65","71","0.00","0.0","0.0","64","111","0.0","0.0","0.0","5449","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2015-06-24 21:20:50,false,"Untitled","100","40","00:01:03.6","--","--","--","--","--","1:46","1:46","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","20","73","19","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-06-21 20:39:28,false,"Poznań Running","6.33","468","00:33:14","164","183","3.9","--","--","5:15","3:05","10","13","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-18 19:07:44,false,"Poznań Cycling","22.89","623","01:13:09","--","--","--","--","--","18.8","31.5","51","44","0.00","0.0","0.0","69","114","0.0","0.0","0.0","4912","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-18 18:34:13,false,"Poznań Cycling","6.75","212","00:17:07","--","--","--","--","--","23.6","36.6","20","12","0.00","0.0","0.0","76","122","0.0","0.0","0.0","1266","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Sailing,2015-05-16 14:20:00,false,"Krzyzowniki sailing","6.54","454","01:56:31","--","--","--","--","--","3.4","7.4","16","5","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-09 20:20:28,false,"Pobiedziska Cycling","6.00","202","00:13:23","--","--","--","--","--","26.9","35.6","10","23","0.00","0.0","0.0","79","111","0.0","0.0","0.0","1048","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-09 17:48:17,false,"Poznań Cycling","33.19","1,114","01:25:39","--","--","--","--","--","23.3","40.3","149","96","0.00","0.0","0.0","75","119","0.0","0.0","0.0","6385","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-05-06 19:00:46,false,"Poznań Cycling","26.08","785","01:14:56","--","--","--","--","--","20.9","33.3","51","64","0.00","0.0","0.0","66","113","0.0","0.0","0.0","4785","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","80","109"
Cycling,2015-05-04 19:46:43,false,"Poznań Cycling","33.83","981","01:43:11","--","--","--","--","--","19.7","35.3","87","92","0.00","0.0","0.0","65","106","0.0","0.0","0.0","6530","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","82","112"
Trail Running,2015-04-30 19:49:00,false,"Mierzyn* Biegi","7.00","597","00:37:45","--","--","--","--","--","5:24","2:44","98","103","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-26 18:15:57,false,"Poznań Kolarstwo","12.85","372","00:38:19","--","--","--","--","--","20.1","30.4","37","36","0.00","0.0","0.0","57","105","0.0","0.0","0.0","2135","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cyclocross,2015-04-25 17:45:00,false,"od halasow","35.20","1,106","01:45:00","--","--","--","--","--","20.1","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-25 11:54:47,false,"do Halasow lasem","35.79","1,198","01:41:37","--","--","--","--","--","21.1","48.3","197","140","0.00","0.0","0.0","71","114","0.0","0.0","0.0","7211","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-25 10:03:46,false,"Poznań Kolarstwo","9.07","261","00:28:28","--","--","--","--","--","19.1","33.8","42","40","0.00","0.0","0.0","57","103","0.0","0.0","0.0","1592","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-23 17:40:57,false,"Poznań Kolarstwo","27.66","804","01:27:44","--","--","--","--","--","18.9","36.1","104","106","0.00","0.0","0.0","58","110","0.0","0.0","0.0","4940","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2015-04-22 20:08:08,false,"Poznań Kolarstwo","17.70","563","00:47:41","--","--","--","--","--","22.3","36.6","45","47","0.00","0.0","0.0","75","116","0.0","0.0","0.0","3543","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Street Running,2015-04-09 09:36:00,false,"bieg","7.50","594","00:43:00","--","--","--","--","--","5:44","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-04-05 19:01:52,false,"Untitled","7.53","577","00:43:33","157","180","3.8","--","--","5:47","3:35","6","8","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-04-01 19:36:58,false,"Untitled","8.81","674","00:52:24","158","174","4.3","--","--","5:57","3:59","43","39","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","1","20"
Running,2015-03-08 14:35:46,false,"Poznań Biegi","11.65","1,004","01:07:43","171","187","5.0","--","--","5:49","3:11","48","32","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-03-01 09:33:21,false,"Poznań Biegi","6.50","546","00:36:12","167","182","4.2","--","--","5:34","3:31","14","14","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-02-24 19:28:10,false,"Untitled","5.16","404","00:28:30","163","176","3.6","--","--","5:31","3:14","6","7","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-02-24 19:19:36,false,"Untitled","1.11","80","00:06:11.4","147","154","2.0","--","--","5:35","3:05","59","3","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
